Policy_ID,Age,Gender,Location,Insurance_Type,Coverage_Amount,Premium,Deductible,Risk_Factor,Claims_Count,Total_Claim_Cost,Claim_Reason,Customer_Feedback_Score,Policy_Start_Date,Last_Claim_Date
191,31,Non-Binary,Urban,Automotive,398065.33,1964.99,152.75,0.45,0,0,Natural Disaster,3,2013-08-25 02:33:06,2017-02-24 03:34:38
192,63,Non-Binary,Suburban,Life,395255.82,754.32,360.39,0.33,0,0,Accident,2,2021-07-04 00:50:43,2019-12-28 05:07:35
193,29,Female,Urban,Life,278077.44,966.13,418.3,0.31,0,0,Natural Disaster,10,2010-08-20 19:53:45,2022-01-07 02:37:49
194,34,Female,Urban,Automotive,68427.93,763.36,930.84,0.56,0,0,Theft,2,2016-04-20 05:06:01,2022-02-28 22:41:16
195,42,Non-Binary,Urban,Automotive,301190.43,1250.15,647.73,0.36,0,0,Theft,10,2020-03-31 06:48:45,2021-09-05 18:32:21
196,47,Female,Suburban,Life,431573.85,374.44,827.04,0.17,0,0,Other,7,2022-01-26 10:40:41,2018-06-30 11:29:22
197,39,Male,Rural,Automotive,278264.8,1989.7,546.42,0.6,1,5516.02,Other,4,2014-12-19 06:59:55,2014-05-31 01:59:05
198,64,Male,Urban,Automotive,383858.03,1654.48,457.57,0.18,0,0,Other,3,2018-05-15 21:22:43,2015-10-17 00:38:13
199,43,Female,Suburban,Home,262741.43,1349.54,535.24,0.54,1,6407.83,Natural Disaster,6,2022-09-18 15:08:43,2019-04-27 00:41:54
200,34,Male,Suburban,Life,301871.56,1681.46,808.45,0.18,1,11839.37,Theft,1,2019-06-06 06:14:26,2017-04-13 21:29:08
201,37,Non-Binary,Rural,Life,70762.79,676.4,181.91,0.48,4,29111.18,Other,3,2018-05-14 13:16:02,2018-02-10 00:35:15
202,51,Female,Rural,Life,189671.05,1759.34,958.31,0.25,1,7744.99,Other,6,2021-08-22 09:50:33,2017-05-11 15:55:16
203,58,Male,Urban,Life,454183.62,1972.11,643.2,0.53,2,8497.05,Other,4,2021-05-18 06:51:12,2020-10-24 16:43:33
204,50,Female,Suburban,Life,188938.15,1380.4,267.6,0.18,2,4763.83,Other,4,2014-09-28 01:09:31,2020-11-12 06:18:31
205,54,Non-Binary,Rural,Automotive,254102.76,1256.69,139.39,0.14,1,6430.09,Other,4,2020-06-20 16:03:09,2022-01-26 12:45:27
206,24,Male,Urban,Life,306354.68,1067.32,215.28,0.32,1,3851.33,Other,5,2020-06-15 15:13:56,2019-08-03 16:34:25
207,39,Non-Binary,Suburban,Life,394458.44,1392.51,196.39,0.34,2,13290.57,Natural Disaster,2,2011-05-05 03:45:54,2022-10-08 15:51:15
208,49,Female,Suburban,Home,161659.27,1415.68,462.38,0.19,2,21843.1,Other,10,2018-10-21 08:15:05,2010-05-10 22:25:22
209,31,Female,Rural,Automotive,82705.05,1244.03,722.79,0.16,1,666.54,Natural Disaster,8,2018-11-25 08:35:54,2015-09-26 03:20:04
210,25,Male,Suburban,Life,436882.84,1595.65,325.16,0.41,0,0,Theft,1,2015-04-18 08:59:18,2019-12-18 16:09:06
211,42,Non-Binary,Suburban,Life,371383.83,902.07,446.54,0.4,0,0,Natural Disaster,10,2010-12-14 04:39:39,2022-08-26 21:28:25
212,33,Female,Rural,Life,397121.48,1679.04,607.78,0.62,2,10681.05,Theft,2,2018-04-17 20:28:20,2018-02-09 04:18:12
213,59,Non-Binary,Suburban,Life,126868.77,1380.01,832.12,0.25,2,5435.76,Theft,4,2014-09-07 23:48:48,2021-03-18 11:07:10
214,36,Non-Binary,Suburban,Automotive,262599.8,887.5,646.91,0.18,2,22867.03,Natural Disaster,7,2016-03-18 15:25:09,2017-12-15 01:11:06
215,58,Male,Urban,Home,255181.03,604.81,266.69,0.57,1,11260.46,Accident,9,2017-05-20 04:08:51,2019-05-05 00:32:53
216,33,Non-Binary,Suburban,Home,276517.81,1118.81,319.77,0.42,1,14591.66,Other,5,2013-10-01 05:01:14,2010-11-10 00:50:41
217,29,Female,Rural,Life,463231.76,1071.92,434.27,0.49,0,0,Accident,4,2010-10-24 17:27:08,2010-09-18 01:08:31
218,56,Female,Suburban,Home,496259.5,800.86,538.35,0.2,3,42937.51,Natural Disaster,5,2015-08-24 23:29:29,2014-11-20 19:59:23
219,65,Male,Rural,Home,64240.59,1305.41,895.79,0.32,0,0,Natural Disaster,8,2015-02-23 22:55:45,2011-02-12 22:18:45
220,47,Non-Binary,Rural,Home,132950.13,309.18,322,0.79,2,4778.42,Accident,6,2018-04-30 01:16:24,2015-03-03 18:26:27
221,19,Female,Suburban,Home,428250.74,854.91,934.91,0.29,1,2827.21,Theft,3,2011-04-02 20:59:43,2016-03-29 10:48:25
222,49,Female,Rural,Home,89407.3,1403.41,796.11,0.3,1,925.19,Accident,3,2017-01-02 07:49:59,2015-10-29 14:24:13
223,62,Male,Urban,Automotive,488980.48,343.98,387.56,0.17,1,4131.34,Theft,2,2016-05-23 15:50:01,2012-03-14 00:07:21
224,42,Non-Binary,Rural,Automotive,366985.5,1280.16,970.12,0.14,3,29456.74,Other,6,2019-04-27 06:01:04,2010-10-19 13:16:04
225,42,Non-Binary,Urban,Automotive,55126.43,940,431.91,0.17,0,0,Other,7,2011-08-24 19:29:02,2013-12-13 01:53:30
226,21,Non-Binary,Rural,Home,364100.52,1588.15,711.49,0.08,0,0,Other,3,2013-04-25 22:32:37,2016-06-29 17:07:43
227,36,Female,Suburban,Automotive,188878.98,661.09,942.9,0.15,3,20764.4,Other,10,2018-04-06 14:20:09,2015-07-21 01:51:11
228,65,Female,Rural,Home,275653.03,1696.68,810.29,0.13,0,0,Theft,1,2012-07-29 02:27:44,2018-01-05 02:37:05
229,21,Male,Rural,Home,112868.38,651.58,897.86,0.32,1,2573.78,Natural Disaster,4,2020-06-24 23:37:53,2020-09-03 00:02:46
230,60,Female,Rural,Automotive,321580.42,1331,245.5,0.07,0,0,Natural Disaster,10,2014-11-12 05:11:32,2017-06-23 19:30:26
231,30,Male,Urban,Life,146032.4,636.67,679.17,0.33,0,0,Accident,8,2010-04-24 08:01:09,2014-02-08 20:24:09
232,56,Male,Urban,Home,177271.41,1230.22,171.92,0.07,0,0,Accident,9,2014-12-22 09:59:00,2011-08-16 13:39:28
233,53,Non-Binary,Urban,Home,363226.08,1105.27,981.96,0.54,1,9660.64,Accident,4,2010-03-25 14:09:55,2015-12-15 18:28:41
234,40,Male,Urban,Automotive,139464.52,680.67,728.45,0.56,0,0,Other,4,2022-06-27 23:54:26,2021-09-20 00:15:38
235,23,Non-Binary,Urban,Home,179955.47,1292.22,193.8,0.49,0,0,Accident,6,2013-10-31 00:02:07,2012-12-12 15:42:38
236,41,Non-Binary,Suburban,Home,89098.55,675.45,813.7,0.25,0,0,Other,8,2018-07-30 22:07:08,2011-07-08 09:04:47
237,61,Female,Rural,Home,320176.27,1165.05,516.08,0.47,3,21994.62,Natural Disaster,10,2011-04-25 09:29:48,2011-06-18 01:29:47
238,50,Female,Rural,Automotive,157951.41,1756.66,171.57,0.49,0,0,Other,4,2018-06-21 21:32:49,2015-08-13 11:50:42
239,29,Male,Suburban,Life,446696.98,1768.73,823.93,0.09,1,8556.37,Other,4,2021-02-26 01:09:06,2019-06-14 02:42:25
240,58,Male,Suburban,Life,316115.29,1400.37,131.73,0.45,0,0,Natural Disaster,5,2021-09-27 13:40:53,2019-01-06 07:14:38
241,38,Male,Suburban,Automotive,149790.31,1091.05,815.8,0.33,0,0,Accident,2,2020-04-25 20:23:20,2016-11-28 15:42:28
242,28,Male,Suburban,Home,53279.24,1437.96,616.8,0.64,0,0,Theft,9,2010-06-18 00:06:10,2019-04-18 08:19:17
243,61,Female,Urban,Life,102533.86,1677.48,102.44,0.35,1,1938.35,Theft,7,2012-07-19 09:50:56,2018-04-19 18:28:04
244,55,Male,Rural,Automotive,153738.76,1645.53,500.8,0.4,0,0,Accident,5,2013-04-21 09:48:07,2016-08-19 11:54:13
245,46,Non-Binary,Suburban,Automotive,298630.42,1232.29,649.53,0.12,3,32387.81,Natural Disaster,5,2015-07-07 14:28:22,2016-09-07 06:16:21
246,65,Female,Suburban,Home,136871.84,822.58,284.61,0.61,1,5361.17,Other,5,2020-04-21 02:10:18,2014-03-21 11:46:44
247,58,Non-Binary,Rural,Home,357216.36,1418.3,312.51,0.02,0,0,Theft,2,2016-10-16 12:29:36,2017-07-18 17:18:20
248,20,Male,Suburban,Automotive,89949.79,332.28,158.25,0.16,1,14835,Accident,8,2021-07-06 05:30:03,2012-05-26 02:38:11
249,45,Female,Urban,Automotive,229879.34,1946.91,702.76,0.17,1,6023.09,Natural Disaster,10,2017-10-19 20:55:19,2016-10-08 01:29:22
250,37,Non-Binary,Urban,Automotive,156464.53,860.49,275.06,0.18,1,12748.34,Accident,6,2010-12-22 13:51:50,2017-01-25 01:14:30
251,43,Female,Urban,Life,411287.49,1009.78,874.98,0.03,2,26968.93,Accident,10,2022-04-02 19:30:24,2022-05-29 04:57:13
252,41,Non-Binary,Suburban,Home,107578.8,1231.47,782.67,0.17,1,5675.04,Theft,6,2022-01-04 04:41:10,2015-01-30 01:06:58
253,69,Female,Rural,Automotive,104270.22,1519.73,183.66,0.24,1,7174.4,Other,10,2018-11-14 20:58:03,2011-05-07 14:46:54
254,64,Non-Binary,Suburban,Home,401684.29,575.04,601.91,0.39,1,3140.12,Other,7,2020-11-04 14:53:45,2015-08-13 22:51:11
255,38,Non-Binary,Rural,Life,208303.92,938.97,471.26,0.35,1,4328.11,Other,10,2016-07-03 08:10:37,2013-10-19 03:19:26
256,47,Non-Binary,Urban,Automotive,404258.39,842.13,800.85,0.27,3,26489.94,Accident,1,2012-04-29 14:39:34,2017-08-07 04:37:18
257,21,Female,Urban,Home,349112.2,395.12,695.97,0.43,3,30406.31,Accident,8,2012-02-26 19:58:06,2011-04-24 02:30:45
258,53,Non-Binary,Rural,Life,89694.72,1071.58,170.34,0.13,1,3639.34,Natural Disaster,5,2021-12-16 22:07:39,2016-04-20 19:19:48
259,57,Non-Binary,Suburban,Automotive,486972.12,449.53,983.49,0.2,2,18557.98,Theft,1,2017-08-19 16:54:04,2010-12-25 23:57:36
260,27,Male,Suburban,Home,468710.24,1799.67,331.24,0.03,1,6513.39,Natural Disaster,4,2015-02-10 05:28:18,2010-12-04 19:43:46
261,27,Non-Binary,Suburban,Automotive,410831.34,1200.45,330,0.09,3,15877.56,Other,5,2013-03-15 12:22:13,2014-05-18 17:05:07
262,59,Male,Urban,Home,427268.11,1690.27,374.31,0.25,0,0,Accident,6,2010-05-17 01:59:57,2018-02-27 11:16:16
263,41,Female,Suburban,Home,329233.99,1312.44,978.45,0.21,2,7041.4,Accident,4,2014-01-12 01:03:33,2011-03-19 09:22:52
264,21,Non-Binary,Rural,Life,464025.34,1890.81,823.4,0.05,0,0,Accident,6,2014-03-02 17:32:11,2012-05-11 19:02:54
265,64,Female,Suburban,Life,237104.38,438.94,177.45,0.37,2,12951.33,Other,3,2019-08-26 07:54:04,2019-11-24 20:12:31
266,44,Male,Suburban,Life,452040.87,1544.43,476.18,0.18,0,0,Theft,7,2015-01-18 21:17:10,2012-01-17 11:14:30
267,68,Male,Rural,Life,256223.44,1460.63,869.76,0.06,2,6627.98,Other,5,2016-08-30 16:05:59,2016-09-19 07:46:16
268,62,Female,Rural,Life,401801.47,1651.84,414.3,0.41,1,7460.59,Natural Disaster,6,2015-07-17 09:26:44,2010-03-09 07:39:53
269,21,Non-Binary,Urban,Home,264019.86,1273.92,362.27,0.17,0,0,Other,5,2011-09-12 21:28:00,2010-08-10 15:25:26
270,49,Female,Urban,Life,363747.42,812.47,675.46,0.53,0,0,Theft,9,2013-02-06 01:52:53,2010-08-05 20:20:05
271,27,Male,Suburban,Home,244687.31,831.15,430.91,0.13,0,0,Other,5,2014-07-30 04:34:20,2019-12-15 19:39:08
272,28,Male,Suburban,Home,221538.85,1808.95,245.46,0.23,0,0,Accident,1,2021-11-16 20:22:12,2021-05-16 03:54:33
273,45,Non-Binary,Urban,Automotive,343413.13,902.65,534.94,0.09,0,0,Theft,7,2022-11-01 15:51:57,2019-05-16 02:52:18
274,63,Male,Suburban,Home,401799.58,1683.99,830.53,0.37,0,0,Theft,5,2016-08-14 11:42:41,2012-01-20 12:53:00
275,25,Non-Binary,Suburban,Home,86654.75,1602.03,860.07,0.27,2,10312.92,Natural Disaster,8,2012-02-17 17:58:27,2013-10-25 02:20:20
276,57,Non-Binary,Rural,Life,168840.52,1167.13,654.09,0.14,1,3822.83,Natural Disaster,9,2016-04-05 19:20:54,2022-06-27 07:04:11
277,39,Non-Binary,Suburban,Home,314890.19,1850.53,999.21,0.42,1,8130.7,Natural Disaster,3,2011-10-21 08:07:19,2016-08-16 07:21:33
278,51,Male,Rural,Life,182249.34,811.29,986.2,0.18,1,2309.93,Accident,2,2020-08-24 14:55:24,2016-10-07 01:47:57
279,62,Female,Urban,Home,311457.83,311.12,314.83,0.18,1,1323.88,Natural Disaster,2,2017-08-18 05:45:16,2019-06-28 15:10:18
280,52,Female,Suburban,Home,497027.36,1588.16,793.83,0.29,1,8508.72,Accident,4,2021-05-11 09:23:29,2015-07-27 15:52:26
281,52,Male,Rural,Life,448296.07,1600.13,265.51,0.35,3,9910.41,Other,1,2020-08-07 19:37:58,2010-10-30 21:26:40
282,42,Female,Rural,Automotive,309952.18,632.96,470.27,0.17,0,0,Accident,5,2012-08-29 06:50:46,2016-07-29 16:56:28
283,51,Female,Rural,Home,80735.24,1686.63,108.97,0.27,3,36230.11,Other,9,2014-06-20 10:22:07,2020-11-01 07:14:59
284,23,Male,Rural,Home,420287.79,1760.28,281.29,0.09,0,0,Natural Disaster,7,2018-10-30 01:39:51,2012-04-11 04:09:41
285,58,Female,Suburban,Life,478234.69,1417.06,301.26,0.15,0,0,Theft,7,2016-07-06 22:51:06,2016-02-28 04:14:38
286,54,Male,Urban,Life,107502.82,1183.18,988.99,0.19,0,0,Accident,6,2019-11-26 03:47:35,2019-12-12 03:11:41
287,18,Non-Binary,Rural,Automotive,328545.57,1368.4,137.48,0.07,0,0,Other,5,2010-09-07 06:23:39,2021-04-12 18:18:37
288,29,Non-Binary,Urban,Automotive,116711.65,1382.63,951.27,0.23,1,878.73,Accident,4,2021-10-01 22:16:47,2019-08-03 13:09:01
289,52,Female,Rural,Automotive,100094.09,1743.22,854.37,0.24,1,11777.74,Accident,4,2020-06-30 03:50:10,2020-03-20 15:37:42
290,23,Male,Rural,Home,215127.26,689.87,120.23,0.73,1,4204.22,Theft,8,2018-12-16 19:32:36,2014-02-05 17:32:26
291,34,Non-Binary,Rural,Home,163830.7,1858.91,223.06,0.09,0,0,Accident,10,2010-06-18 16:45:37,2016-12-07 13:25:33
292,26,Male,Urban,Life,381193.48,1914.8,666.13,0.22,1,13315.17,Theft,2,2019-08-28 00:19:57,2020-03-06 15:30:30
293,19,Male,Urban,Life,151789.25,674.08,415.72,0.54,0,0,Theft,6,2014-09-13 05:01:32,2015-12-16 00:43:39
294,35,Male,Urban,Life,430840.7,478.96,407.22,0.23,0,0,Accident,3,2017-12-23 23:10:25,2012-04-17 13:38:20
295,66,Female,Suburban,Automotive,158249.7,1445.11,726.82,0.17,0,0,Theft,2,2017-12-14 11:34:39,2016-02-01 10:02:31
296,53,Non-Binary,Urban,Automotive,346738.03,491.98,995.28,0.19,0,0,Theft,9,2019-10-14 17:29:14,2019-06-29 22:52:08
297,45,Female,Suburban,Automotive,128640.88,723.42,399.44,0.43,0,0,Theft,3,2020-04-05 01:26:55,2021-12-11 21:26:21
298,58,Male,Suburban,Home,311835.48,579.06,930.74,0.14,0,0,Accident,1,2020-04-05 20:32:28,2021-10-11 23:17:24
299,54,Non-Binary,Urban,Home,276710.95,1759.14,755.6,0.26,2,21615.38,Theft,6,2014-12-06 03:48:23,2018-06-23 05:30:56
300,66,Female,Rural,Life,307121.26,1845.16,862.29,0.16,3,15798.63,Other,9,2012-07-13 06:44:45,2010-12-06 01:30:36
301,43,Non-Binary,Rural,Automotive,223222.39,832.62,557.95,0.09,2,6240.46,Other,5,2022-12-29 07:30:21,2021-03-30 11:45:11
302,21,Female,Suburban,Home,468637.58,863.9,579.96,0.17,0,0,Natural Disaster,1,2022-09-19 00:03:50,2011-03-29 12:31:32
303,57,Male,Rural,Automotive,189728.51,1089.21,591.82,0.26,0,0,Other,7,2015-06-03 16:55:09,2016-11-28 10:28:42
304,53,Non-Binary,Rural,Home,458656.89,531.26,608.63,0.21,1,12588.56,Theft,10,2013-03-13 18:30:59,2013-01-18 00:52:41
305,68,Male,Suburban,Automotive,386194.82,1627.71,230,0.12,0,0,Theft,9,2013-05-22 04:16:46,2013-08-20 06:00:22
306,48,Male,Urban,Home,214875.07,1206.26,286.34,0.35,1,4498.31,Other,10,2016-11-11 18:25:13,2015-08-26 06:07:57
307,47,Non-Binary,Suburban,Home,256368.78,804.41,238.35,0.29,0,0,Theft,8,2011-09-03 22:12:22,2022-02-20 07:24:09
308,67,Non-Binary,Urban,Home,442758.72,1119.25,271.87,0.17,2,23803.09,Theft,10,2016-06-11 14:01:09,2022-11-23 05:36:31
309,51,Female,Urban,Home,131211.74,1307.78,698.47,0.29,0,0,Other,8,2015-01-09 04:46:27,2018-06-27 08:05:46
310,36,Female,Suburban,Life,119420.6,885.05,285.85,0.45,3,38600.68,Accident,5,2020-07-29 19:46:22,2020-01-14 10:25:42
311,35,Male,Rural,Automotive,305320.37,755.89,890.56,0.19,3,40973.21,Accident,7,2012-12-13 14:30:55,2014-11-25 19:51:59
312,47,Female,Urban,Home,491754.61,548.14,207.53,0.21,1,2796.31,Other,3,2011-07-03 08:13:01,2015-06-17 14:17:46
313,38,Non-Binary,Suburban,Home,274943.33,1458.52,989.87,0.05,2,18481.35,Other,10,2018-09-09 11:22:28,2013-07-04 05:31:18
314,20,Non-Binary,Suburban,Automotive,326842.57,1051.76,101.29,0.11,1,13076.42,Theft,5,2014-06-17 11:17:25,2015-05-27 19:41:54
315,23,Non-Binary,Suburban,Home,331616.59,449.45,859.49,0.04,0,0,Theft,3,2011-11-18 03:00:35,2017-10-23 07:36:49
316,55,Male,Urban,Home,360488.33,1333.95,101.79,0.53,1,5737.36,Natural Disaster,4,2022-01-06 09:30:21,2021-05-28 16:19:16
317,30,Female,Rural,Automotive,353211.16,498.28,806.92,0.44,1,9234.53,Natural Disaster,7,2015-04-07 03:31:56,2010-12-29 09:07:07
318,62,Female,Rural,Life,443876.87,526.87,754.89,0.15,2,8283.2,Natural Disaster,3,2016-08-09 13:40:29,2017-11-07 05:35:48
319,20,Female,Suburban,Life,244848.28,1399.65,725.09,0.13,0,0,Theft,2,2015-08-01 22:54:54,2016-08-26 05:42:57
320,65,Female,Urban,Home,476151.53,1762.7,415.79,0.27,1,2752.51,Other,7,2020-07-28 03:56:36,2015-04-04 03:56:51
321,45,Female,Rural,Life,400203.61,1535.16,664.38,0.25,2,26605.08,Other,6,2015-08-13 21:35:49,2010-02-25 11:03:27
322,39,Female,Suburban,Life,173400.92,1976.82,639.46,0.47,1,8265.37,Accident,4,2010-04-04 18:53:12,2011-03-19 20:40:21
323,57,Female,Rural,Home,180203.86,716.48,765.58,0.21,3,37502.45,Other,1,2011-07-05 00:41:05,2016-01-16 09:26:42
324,57,Male,Rural,Home,229359.94,1704.39,739.01,0.68,1,10588.18,Theft,3,2011-04-23 04:11:48,2015-01-28 07:24:59
325,29,Female,Urban,Life,486881.27,1314.56,323.41,0.16,0,0,Accident,3,2010-02-16 19:15:02,2022-04-16 07:36:02
326,40,Female,Suburban,Home,60534.6,1581.89,738.63,0.26,1,10312.64,Other,1,2013-09-02 12:09:29,2013-12-18 00:42:38
327,48,Female,Rural,Home,86132.46,1116.09,381.22,0.45,1,5512.12,Theft,10,2016-03-09 00:19:56,2019-02-07 21:19:07
328,35,Male,Rural,Life,245721.31,511.98,446.95,0.01,2,16145.76,Other,2,2010-11-02 10:43:24,2021-10-23 12:46:38
329,24,Female,Urban,Automotive,318507.49,1677.55,359,0.21,0,0,Theft,4,2015-01-03 14:27:25,2011-12-02 03:32:14
330,25,Male,Urban,Life,473063.27,890.45,765.28,0.61,0,0,Other,7,2013-05-01 05:51:10,2012-10-27 02:56:36
331,36,Male,Rural,Life,407493.99,576.04,851.2,0.32,0,0,Natural Disaster,6,2017-01-20 21:04:01,2011-11-25 10:21:22
332,46,Male,Urban,Life,67178.21,1206.7,323.78,0.13,2,16531.33,Theft,1,2013-03-19 16:48:06,2014-07-25 21:54:56
333,61,Non-Binary,Urban,Home,93712.34,1197.89,562.68,0.47,0,0,Natural Disaster,8,2011-12-30 12:39:51,2019-10-07 09:08:07
334,37,Female,Suburban,Life,119463.55,743.58,735.06,0.1,0,0,Natural Disaster,10,2012-02-26 22:53:58,2013-02-04 10:40:50
335,67,Non-Binary,Suburban,Home,408470.27,1574.82,842.08,0.06,1,6825.7,Theft,10,2013-03-21 18:39:32,2017-04-29 02:44:05
336,59,Female,Rural,Automotive,198844.25,909.04,754.53,0.28,1,1792.46,Natural Disaster,1,2014-04-07 11:02:18,2018-02-07 13:23:04
337,47,Male,Rural,Life,409520.16,1202.37,189.26,0.14,1,12997.72,Theft,7,2020-01-17 17:58:27,2019-01-16 00:17:55
338,64,Male,Rural,Automotive,52116.47,1227.51,715.68,0.03,2,29270.25,Natural Disaster,1,2017-09-10 21:17:55,2014-10-15 18:16:52
339,39,Female,Urban,Life,302317.17,1905.97,914.86,0.17,2,845.04,Natural Disaster,2,2015-06-30 18:30:11,2010-10-05 22:32:45
340,27,Female,Suburban,Home,333247.86,1965.19,497.78,0.18,0,0,Accident,8,2015-11-04 21:32:51,2019-04-09 12:53:32
341,43,Male,Rural,Automotive,282416.97,1472.16,768.35,0.31,0,0,Natural Disaster,6,2020-07-20 02:50:14,2015-09-14 03:21:19
342,68,Female,Suburban,Life,419668.9,301.38,965.73,0.37,3,11885.71,Accident,6,2017-02-04 00:18:52,2012-06-26 04:56:23
343,50,Female,Urban,Automotive,219144.63,1660.86,724.57,0.56,2,14217.93,Accident,4,2020-04-16 12:49:08,2019-06-03 04:18:35
344,45,Non-Binary,Suburban,Home,323571.56,1809.82,360.75,0.36,1,8083.75,Theft,3,2011-09-06 05:06:03,2019-11-06 17:08:24
345,27,Male,Urban,Home,101784.83,1969.87,506.87,0.18,0,0,Theft,3,2019-10-10 02:49:02,2019-11-30 14:53:13
346,46,Non-Binary,Rural,Life,394925.35,333.24,521.84,0.42,2,16692.58,Natural Disaster,8,2012-11-09 12:58:50,2015-07-02 17:41:08
347,61,Male,Urban,Life,107030.15,1761.33,864.14,0.04,1,999.49,Natural Disaster,4,2019-10-30 18:19:50,2017-12-12 20:49:17
348,35,Non-Binary,Urban,Automotive,390569.45,1773.28,971.44,0.31,0,0,Other,7,2011-10-04 02:29:51,2011-07-23 17:48:49
349,59,Female,Urban,Home,192724.95,627.62,633.88,0.3,1,12705.35,Theft,4,2016-05-07 18:10:55,2010-10-27 03:31:43
350,18,Female,Urban,Home,56590.65,1725.28,169.23,0.34,0,0,Natural Disaster,10,2022-03-10 02:33:28,2012-09-03 20:24:19
351,40,Male,Rural,Life,252064.04,379.48,954.6,0.38,2,5332.59,Theft,8,2013-03-11 03:56:16,2012-12-20 02:27:26
352,34,Male,Suburban,Home,372016.19,417.85,994.62,0.17,0,0,Theft,4,2019-05-04 23:07:05,2018-09-30 01:25:52
353,60,Male,Rural,Home,455533.58,1308.38,456.02,0.34,2,29858.77,Other,4,2012-07-16 06:36:10,2019-12-09 16:30:45
354,54,Non-Binary,Rural,Home,393142.83,1940.85,843.26,0.7,1,9535.02,Theft,10,2022-09-24 17:39:41,2010-02-11 03:09:51
355,48,Male,Urban,Automotive,297199.4,1099.89,490.49,0.18,0,0,Theft,3,2010-03-06 00:46:46,2014-02-27 20:57:09
356,42,Female,Rural,Automotive,210591.55,942.19,725.92,0.61,2,14250.14,Theft,3,2022-06-23 01:24:28,2017-07-22 03:25:12
357,21,Male,Urban,Automotive,301237.41,1145.67,137.68,0.08,0,0,Theft,3,2020-04-05 15:53:39,2017-03-06 01:32:01
358,69,Female,Suburban,Home,448260.01,1979.93,901.62,0.21,0,0,Other,6,2017-04-23 23:22:59,2010-07-20 02:54:18
359,26,Non-Binary,Urban,Life,438070.6,1428.57,140.31,0.33,1,8342.48,Theft,4,2011-11-26 17:20:36,2014-06-30 03:51:40
360,45,Female,Suburban,Life,54359.43,1234.17,298.06,0.36,0,0,Other,1,2021-03-24 22:47:33,2018-04-15 17:30:21
361,47,Female,Rural,Life,353086.23,1646.66,610.97,0.34,0,0,Accident,8,2016-10-05 23:56:27,2017-02-07 01:21:05
362,64,Non-Binary,Urban,Automotive,118909.28,1105.98,894.38,0.04,0,0,Accident,7,2017-06-10 07:10:35,2022-08-20 15:36:34
363,41,Female,Suburban,Home,411693.32,1151.19,345.24,0.34,3,36298.55,Other,7,2010-02-22 14:51:59,2011-09-29 05:53:23
364,50,Non-Binary,Rural,Automotive,430255.79,1616.3,180.39,0.15,0,0,Theft,3,2010-01-23 14:45:32,2022-06-18 09:19:22
365,37,Non-Binary,Suburban,Automotive,438578.45,1111.1,828.62,0.59,1,900.96,Other,9,2018-08-24 15:17:13,2016-10-10 01:41:15
366,26,Non-Binary,Urban,Life,180767.05,519.53,423.37,0.32,0,0,Accident,1,2018-04-13 21:10:13,2021-08-20 19:31:49
367,25,Female,Suburban,Life,342279.83,356.82,769.25,0.29,2,18668.24,Natural Disaster,6,2015-05-21 23:51:36,2013-12-03 07:35:35
368,41,Non-Binary,Suburban,Home,93422.84,1393.38,273.15,0.3,4,59778.36,Theft,10,2012-03-15 07:40:22,2015-08-20 15:21:58
369,31,Male,Suburban,Automotive,488492.62,479.99,309.58,0.21,0,0,Other,6,2015-10-31 03:38:29,2022-09-06 01:37:57
370,35,Female,Rural,Home,234239.6,1809.8,418.66,0.38,0,0,Accident,8,2011-09-14 22:40:31,2012-04-01 17:26:50
371,18,Female,Suburban,Automotive,295257.23,1155.95,806.19,0.3,1,9194.19,Natural Disaster,6,2010-01-09 22:44:22,2014-01-21 14:53:27
372,29,Male,Suburban,Home,276738.48,326.54,944.52,0.07,1,11356.8,Accident,1,2013-05-18 00:04:57,2015-03-12 17:08:58
373,46,Male,Suburban,Automotive,336185.59,760.87,808.49,0.59,1,5008.73,Accident,4,2022-09-13 20:00:56,2013-09-07 00:30:05
374,54,Male,Suburban,Home,85171.15,1291.39,106.99,0.42,0,0,Accident,10,2021-03-28 08:49:11,2010-12-01 01:43:32
375,43,Male,Urban,Automotive,90467.98,860.36,827.61,0.36,2,18519.21,Natural Disaster,8,2021-01-10 00:49:52,2016-12-20 17:11:50
376,50,Non-Binary,Urban,Automotive,84987.09,947.32,672.79,0.1,2,25002.58,Theft,3,2015-03-19 03:51:41,2011-01-16 04:14:44
377,60,Female,Rural,Life,132829.56,1818.82,818.68,0.16,4,8701.85,Accident,9,2017-03-06 08:04:24,2013-08-20 12:46:28
378,32,Female,Suburban,Automotive,231218.25,1403.27,615.09,0.51,1,4931.71,Natural Disaster,10,2016-02-03 04:35:57,2019-04-16 07:12:11
379,40,Male,Rural,Life,228545.04,721.55,125.78,0.12,2,22683.69,Theft,2,2012-11-27 07:17:26,2021-01-29 21:43:39
380,46,Non-Binary,Suburban,Home,190118.94,1785.27,822.81,0.41,3,17494.3,Theft,9,2018-09-09 05:00:43,2020-06-07 05:53:12
381,38,Non-Binary,Urban,Life,395706.31,1729.13,168.72,0.25,2,1824.65,Theft,9,2011-01-01 06:32:43,2016-02-22 13:36:55
382,36,Male,Suburban,Automotive,430016.59,1386.93,413.42,0.13,1,10382.16,Other,6,2018-12-09 15:50:33,2020-03-19 05:12:11
